WB_country_code,WB_country_name,Latitude,Longitude,year,medals_cumsum
VNM,Vietnam,21.03,105.85,1992,0
WSM,Samoa,-13.82,-171.77,1992,0
XKX,Kosovo,42.67,21.17,1992,0
YGL,Yugoslavia,44.83,20.5,1992,74
ZAF,South Africa,-25.7,28.22,1992,6
ZMB,Zambia,-15.42,28.28,1992,1
ZWE,Zimbabwe,-17.82,31.03,1992,1
AFG,Afghanistan,34.52,69.18,1996,0
ARE,United Arab Emirates,24.47,54.37,1996,0
ARG,Argentina,-34.58,-58.67,1996,13
ARM,Armenia,40.17,44.5,1996,2
AUS,Australia,-35.27,149.13,1996,213
AUT,Austria,48.2,16.37,1996,27
AZE,Azerbaijan,40.38,49.87,1996,1
BDI,Burundi,-3.37,29.35,1996,1
BEL,Belgium,50.83,4.33,1996,35
BFA,Burkina Faso,12.37,-1.52,1996,0
BGR,Bulgaria,42.68,23.32,1996,186
BHR,Bahrain,26.23,50.57,1996,0
BHS,Bahamas,25.08,-77.35,1996,4
BLR,Belarus,53.9,27.57,1996,15
BMU,Bermuda,32.28,-64.78,1996,1
BRA,Brazil,-15.78,-47.92,1996,56
BRB,Barbados,13.1,-59.62,1996,0
BWA,Botswana,-24.63,25.9,1996,0
CAN,Canada,45.42,-75.7,1996,135
CHE,Switzerland,46.92,7.47,1996,48
CHL,Chile,-33.45,-70.67,1996,1
CHN,China,39.92,116.38,1996,186
CIV,Côte d'Ivoire,6.82,-5.27,1996,1
CMR,Cameroon,3.87,11.52,1996,2
COL,Colombia,4.6,-74.08,1996,6
CRI,Costa Rica,9.93,-84.08,1996,2
CUB,Cuba,23.12,-82.35,1996,102
CYP,Cyprus,35.17,33.37,1996,0
CZE,Czech Republic,49.81,15.47,1996,99
DEU,Germany,52.52,13.4,1996,912
DJI,Djibouti,11.58,43.15,1996,1
DNK,Denmark,55.67,12.58,1996,58
DOM,Dominican Republic,18.47,-69.9,1996,1
DZA,Algeria,36.75,3.05,1996,7
ECU,Ecuador,-0.22,-78.5,1996,1
EGY,Egypt,30.05,31.25,1996,3
ERI,Eritrea,15.33,38.93,1996,0
ESP,Spain,40.4,-3.68,1996,73
EST,Estonia,59.43,24.72,1996,3
ETH,Ethiopia,9.03,38.7,1996,16
FIN,Finland,60.17,24.93,1996,63
FJI,Fiji,-18.13,178.42,1996,0
FRA,France,48.87,2.33,1996,198
GAB,Gabon,0.38,9.45,1996,0
GBR,Great Britain,54.08,-1.65,1996,214
GEO,Georgia,41.68,44.83,1996,2
GHA,Ghana,5.55,-0.22,1996,4
GRC,Greece,37.98,23.73,1996,20
GRD,Grenada,12.05,-61.75,1996,0
GTM,Guatemala,14.62,-90.52,1996,0
GUY,Guyana,6.8,-58.15,1996,1
HKG,Hong Kong,22.4,114.11,1996,1
HRV,Croatia,45.8,16.0,1996,6
HUN,Hungary,47.5,19.08,1996,257
IDN,Indonesia,-6.17,106.82,1996,13
IND,India,28.6,77.2,1996,6
IRL,Ireland,53.32,-6.23,1996,11
IRN,Iran,35.7,51.42,1996,23
IRQ,Iraq,33.33,44.4,1996,1
ISL,Iceland,64.15,-21.95,1996,1
ISR,Israel,31.77,35.23,1996,3
ITA,Italy,41.9,12.48,1996,235
JAM,Jamaica,18.0,-76.8,1996,24
JOR,Jordan,31.95,35.93,1996,0
JPN,Japan,35.68,139.75,1996,212
KAZ,Kazakhstan,51.17,71.42,1996,11
KEN,Kenya,-1.28,36.82,1996,47
KGZ,Kyrgyzstan,42.87,74.6,1996,0
KOR,South Korea,37.55,126.98,1996,133
KWT,Kuwait,29.37,47.97,1996,0
LBN,Lebanon,33.87,35.5,1996,2
LKA,Sri Lanka,6.92,79.83,1996,0
LTU,Lithuania,54.68,25.32,1996,3
LVA,Latvia,56.95,24.1,1996,4
MAR,Morocco,34.02,-6.82,1996,11
MDA,Moldova,47.0,28.85,1996,3
MEX,Mexico,19.43,-99.13,1996,28
MKD,North Macedonia,41.6,21.74,1996,0
MNE,Montenegro,42.43,19.27,1996,0
MNG,Mongolia,47.92,106.92,1996,14
MOZ,Mozambique,-25.95,32.58,1996,1
MUS,Mauritius,-20.15,57.48,1996,0
MYS,Malaysia,3.17,101.7,1996,5
NAM,Namibia,-22.57,17.08,1996,4
NER,Niger,13.52,2.12,1996,1
NGA,Nigeria,9.08,7.53,1996,14
NLD,Netherlands,52.35,4.92,1996,101
NOR,Norway,59.92,10.75,1996,38
NZL,New Zealand,-41.3,174.78,1996,67
PAK,Pakistan,33.68,73.05,1996,9
PAN,Panama,8.97,-79.53,1996,0
PER,Peru,-12.05,-77.05,1996,3
PHL,Philippines,14.6,120.97,1996,4
POL,Poland,52.25,21.0,1996,202
PRI,Puerto Rico,18.47,-66.12,1996,5
PRK,North Korea,39.02,125.75,1996,27
PRT,Portugal,38.72,-9.13,1996,11
PRY,Paraguay,-25.27,-57.67,1996,0
QAT,Qatar,25.28,51.53,1996,1
ROU,Romania,44.43,26.1,1996,240
RUS,Russia,55.75,37.6,1996,1057
SAU,Saudi Arabia,24.65,46.7,1996,0
SDN,Sudan,15.6,32.53,1996,0
SEN,Senegal,14.73,-17.63,1996,1
SGP,Singapore,1.28,103.85,1996,1
SMR,San Marino,43.93,12.42,1996,0
SRB,Serbia,44.83,20.5,1996,4
SUR,Suriname,5.83,-55.17,1996,2
SVK,Slovakia,48.15,17.12,1996,3
SVN,Slovenia,46.05,14.52,1996,5
SWE,Sweden,59.33,18.05,1996,115
SYR,Syria,33.5,36.3,1996,2
TGO,Togo,6.12,1.22,1996,0
THA,Thailand,13.75,100.52,1996,6
TJK,Tajikistan,38.55,68.77,1996,0
TKM,Turkmenistan,37.95,58.38,1996,0
TON,Tonga,-21.13,-175.2,1996,1
TTO,Trinidad and Tobago,10.65,-61.52,1996,6
TUN,Tunisia,36.8,10.18,1996,6
TUR,Turkey,39.93,32.87,1996,35
TZA,Tanzania,-6.8,39.28,1996,2
UGA,Uganda,0.32,32.55,1996,6
UKR,Ukraine,50.43,30.52,1996,25
URY,Uruguay,-34.85,-56.17,1996,1
USA,United States,38.88,-90.0,1996,972
UZB,Uzbekistan,41.32,69.25,1996,2
VEN,Venezuela,10.48,-66.87,1996,7
VIR,United States Virgin Islands,18.35,-64.93,1996,1
VNM,Vietnam,21.03,105.85,1996,0
WSM,Samoa,-13.82,-171.77,1996,0
XKX,Kosovo,42.67,21.17,1996,0
YGL,Yugoslavia,44.83,20.5,1996,74
ZAF,South Africa,-25.7,28.22,1996,11
ZMB,Zambia,-15.42,28.28,1996,2
ZWE,Zimbabwe,-17.82,31.03,1996,1
AFG,Afghanistan,34.52,69.18,2000,0
ARE,United Arab Emirates,24.47,54.37,2000,0
ARG,Argentina,-34.58,-58.67,2000,18
ARM,Armenia,40.17,44.5,2000,3
AUS,Australia,-35.27,149.13,2000,282
AUT,Austria,48.2,16.37,2000,31
AZE,Azerbaijan,40.38,49.87,2000,4
BDI,Burundi,-3.37,29.35,2000,1
BEL,Belgium,50.83,4.33,2000,42
BFA,Burkina Faso,12.37,-1.52,2000,0
BGR,Bulgaria,42.68,23.32,2000,199
BHR,Bahrain,26.23,50.57,2000,0
BHS,Bahamas,25.08,-77.35,2000,7
BLR,Belarus,53.9,27.57,2000,32
BMU,Bermuda,32.28,-64.78,2000,1
BRA,Brazil,-15.78,-47.92,2000,72
BRB,Barbados,13.1,-59.62,2000,1
BWA,Botswana,-24.63,25.9,2000,0
CAN,Canada,45.42,-75.7,2000,151
CHE,Switzerland,46.92,7.47,2000,57
CHL,Chile,-33.45,-70.67,2000,2
CHN,China,39.92,116.38,2000,261
CIV,Côte d'Ivoire,6.82,-5.27,2000,1
CMR,Cameroon,3.87,11.52,2000,3
COL,Colombia,4.6,-74.08,2000,7
CRI,Costa Rica,9.93,-84.08,2000,4
CUB,Cuba,23.12,-82.35,2000,132
CYP,Cyprus,35.17,33.37,2000,0
CZE,Czech Republic,49.81,15.47,2000,108
DEU,Germany,52.52,13.4,2000,976
DJI,Djibouti,11.58,43.15,2000,1
DNK,Denmark,55.67,12.58,2000,64
DOM,Dominican Republic,18.47,-69.9,2000,1
DZA,Algeria,36.75,3.05,2000,12
ECU,Ecuador,-0.22,-78.5,2000,1
EGY,Egypt,30.05,31.25,2000,3
ERI,Eritrea,15.33,38.93,2000,0
ESP,Spain,40.4,-3.68,2000,85
EST,Estonia,59.43,24.72,2000,6
ETH,Ethiopia,9.03,38.7,2000,24
FIN,Finland,60.17,24.93,2000,68
FJI,Fiji,-18.13,178.42,2000,0
FRA,France,48.87,2.33,2000,240
GAB,Gabon,0.38,9.45,2000,0
GBR,Great Britain,54.08,-1.65,2000,245
GEO,Georgia,41.68,44.83,2000,8
GHA,Ghana,5.55,-0.22,2000,4
GRC,Greece,37.98,23.73,2000,33
GRD,Grenada,12.05,-61.75,2000,0
GTM,Guatemala,14.62,-90.52,2000,0
GUY,Guyana,6.8,-58.15,2000,1
HKG,Hong Kong,22.4,114.11,2000,1
HRV,Croatia,45.8,16.0,2000,8
HUN,Hungary,47.5,19.08,2000,278
IDN,Indonesia,-6.17,106.82,2000,21
IND,India,28.6,77.2,2000,7
IRL,Ireland,53.32,-6.23,2000,12
IRN,Iran,35.7,51.42,2000,27
IRQ,Iraq,33.33,44.4,2000,1
ISL,Iceland,64.15,-21.95,2000,2
ISR,Israel,31.77,35.23,2000,4
ITA,Italy,41.9,12.48,2000,273
JAM,Jamaica,18.0,-76.8,2000,33
JOR,Jordan,31.95,35.93,2000,0
JPN,Japan,35.68,139.75,2000,231
KAZ,Kazakhstan,51.17,71.42,2000,18
KEN,Kenya,-1.28,36.82,2000,54
KGZ,Kyrgyzstan,42.87,74.6,2000,1
KOR,South Korea,37.55,126.98,2000,164
KWT,Kuwait,29.37,47.97,2000,1
LBN,Lebanon,33.87,35.5,2000,2
LKA,Sri Lanka,6.92,79.83,2000,1
LTU,Lithuania,54.68,25.32,2000,9
LVA,Latvia,56.95,24.1,2000,7
MAR,Morocco,34.02,-6.82,2000,16
MDA,Moldova,47.0,28.85,2000,5
MEX,Mexico,19.43,-99.13,2000,34
MKD,North Macedonia,41.6,21.74,2000,1
MNE,Montenegro,42.43,19.27,2000,0
MNG,Mongolia,47.92,106.92,2000,14
MOZ,Mozambique,-25.95,32.58,2000,2
MUS,Mauritius,-20.15,57.48,2000,0
MYS,Malaysia,3.17,101.7,2000,5
NAM,Namibia,-22.57,17.08,2000,4
NER,Niger,13.52,2.12,2000,1
NGA,Nigeria,9.08,7.53,2000,17
NLD,Netherlands,52.35,4.92,2000,128
NOR,Norway,59.92,10.75,2000,49
NZL,New Zealand,-41.3,174.78,2000,71
PAK,Pakistan,33.68,73.05,2000,9
PAN,Panama,8.97,-79.53,2000,0
PER,Peru,-12.05,-77.05,2000,3
PHL,Philippines,14.6,120.97,2000,4
POL,Poland,52.25,21.0,2000,220
PRI,Puerto Rico,18.47,-66.12,2000,5
PRK,North Korea,39.02,125.75,2000,31
PRT,Portugal,38.72,-9.13,2000,13
PRY,Paraguay,-25.27,-57.67,2000,0
QAT,Qatar,25.28,51.53,2000,2
ROU,Romania,44.43,26.1,2000,270
RUS,Russia,55.75,37.6,2000,1150
SAU,Saudi Arabia,24.65,46.7,2000,2
SDN,Sudan,15.6,32.53,2000,0
SEN,Senegal,14.73,-17.63,2000,1
SGP,Singapore,1.28,103.85,2000,1
SMR,San Marino,43.93,12.42,2000,0
SRB,Serbia,44.83,20.5,2000,7
SUR,Suriname,5.83,-55.17,2000,2
SVK,Slovakia,48.15,17.12,2000,9
SVN,Slovenia,46.05,14.52,2000,8
SWE,Sweden,59.33,18.05,2000,128
SYR,Syria,33.5,36.3,2000,2
TGO,Togo,6.12,1.22,2000,0
THA,Thailand,13.75,100.52,2000,9
TJK,Tajikistan,38.55,68.77,2000,0
TKM,Turkmenistan,37.95,58.38,2000,0
TON,Tonga,-21.13,-175.2,2000,1
TTO,Trinidad and Tobago,10.65,-61.52,2000,8
TUN,Tunisia,36.8,10.18,2000,6
TUR,Turkey,39.93,32.87,2000,40
TZA,Tanzania,-6.8,39.28,2000,2
UGA,Uganda,0.32,32.55,2000,6
UKR,Ukraine,50.43,30.52,2000,50
URY,Uruguay,-34.85,-56.17,2000,2
USA,United States,38.88,-90.0,2000,1074
UZB,Uzbekistan,41.32,69.25,2000,6
VEN,Venezuela,10.48,-66.87,2000,7
VIR,United States Virgin Islands,18.35,-64.93,2000,1
VNM,Vietnam,21.03,105.85,2000,1
WSM,Samoa,-13.82,-171.77,2000,0
XKX,Kosovo,42.67,21.17,2000,0
YGL,Yugoslavia,44.83,20.5,2000,74
ZAF,South Africa,-25.7,28.22,2000,16
ZMB,Zambia,-15.42,28.28,2000,2
ZWE,Zimbabwe,-17.82,31.03,2000,1
AFG,Afghanistan,34.52,69.18,2004,0
ARE,United Arab Emirates,24.47,54.37,2004,1
ARG,Argentina,-34.58,-58.67,2004,26
ARM,Armenia,40.17,44.5,2004,3
AUS,Australia,-35.27,149.13,2004,338
AUT,Austria,48.2,16.37,2004,39
AZE,Azerbaijan,40.38,49.87,2004,9
BDI,Burundi,-3.37,29.35,2004,1
BEL,Belgium,50.83,4.33,2004,45
BFA,Burkina Faso,12.37,-1.52,2004,0
BGR,Bulgaria,42.68,23.32,2004,211
BHR,Bahrain,26.23,50.57,2004,0
BHS,Bahamas,25.08,-77.35,2004,9
BLR,Belarus,53.9,27.57,2004,47
BMU,Bermuda,32.28,-64.78,2004,1
BRA,Brazil,-15.78,-47.92,2004,85
BRB,Barbados,13.1,-59.62,2004,1
BWA,Botswana,-24.63,25.9,2004,0
CAN,Canada,45.42,-75.7,2004,165
CHE,Switzerland,46.92,7.47,2004,64
CHL,Chile,-33.45,-70.67,2004,6
CHN,China,39.92,116.38,2004,340
CIV,Côte d'Ivoire,6.82,-5.27,2004,1
CMR,Cameroon,3.87,11.52,2004,4
COL,Colombia,4.6,-74.08,2004,9
CRI,Costa Rica,9.93,-84.08,2004,4
CUB,Cuba,23.12,-82.35,2004,160
CYP,Cyprus,35.17,33.37,2004,0
CZE,Czech Republic,49.81,15.47,2004,118
DEU,Germany,52.52,13.4,2004,1033
DJI,Djibouti,11.58,43.15,2004,1
DNK,Denmark,55.67,12.58,2004,74
DOM,Dominican Republic,18.47,-69.9,2004,2
DZA,Algeria,36.75,3.05,2004,12
ECU,Ecuador,-0.22,-78.5,2004,1
EGY,Egypt,30.05,31.25,2004,8
ERI,Eritrea,15.33,38.93,2004,1
ESP,Spain,40.4,-3.68,2004,109
EST,Estonia,59.43,24.72,2004,9
ETH,Ethiopia,9.03,38.7,2004,31
FIN,Finland,60.17,24.93,2004,70
FJI,Fiji,-18.13,178.42,2004,0
FRA,France,48.87,2.33,2004,276
GAB,Gabon,0.38,9.45,2004,0
GBR,Great Britain,54.08,-1.65,2004,282
GEO,Georgia,41.68,44.83,2004,12
GHA,Ghana,5.55,-0.22,2004,4
GRC,Greece,37.98,23.73,2004,52
GRD,Grenada,12.05,-61.75,2004,0
GTM,Guatemala,14.62,-90.52,2004,0
GUY,Guyana,6.8,-58.15,2004,1
HKG,Hong Kong,22.4,114.11,2004,3
HRV,Croatia,45.8,16.0,2004,15
HUN,Hungary,47.5,19.08,2004,297
IDN,Indonesia,-6.17,106.82,2004,26
IND,India,28.6,77.2,2004,8
IRL,Ireland,53.32,-6.23,2004,12
IRN,Iran,35.7,51.42,2004,33
IRQ,Iraq,33.33,44.4,2004,1
ISL,Iceland,64.15,-21.95,2004,2
ISR,Israel,31.77,35.23,2004,6
ITA,Italy,41.9,12.48,2004,307
JAM,Jamaica,18.0,-76.8,2004,38
JOR,Jordan,31.95,35.93,2004,0
JPN,Japan,35.68,139.75,2004,270
KAZ,Kazakhstan,51.17,71.42,2004,26
KEN,Kenya,-1.28,36.82,2004,61
KGZ,Kyrgyzstan,42.87,74.6,2004,1
KOR,South Korea,37.55,126.98,2004,198
KWT,Kuwait,29.37,47.97,2004,1
LBN,Lebanon,33.87,35.5,2004,2
LKA,Sri Lanka,6.92,79.83,2004,1
LTU,Lithuania,54.68,25.32,2004,12
LVA,Latvia,56.95,24.1,2004,11
MAR,Morocco,34.02,-6.82,2004,19
MDA,Moldova,47.0,28.85,2004,5
MEX,Mexico,19.43,-99.13,2004,38
MKD,North Macedonia,41.6,21.74,2004,1
MNE,Montenegro,42.43,19.27,2004,0
MNG,Mongolia,47.92,106.92,2004,15
MOZ,Mozambique,-25.95,32.58,2004,2
MUS,Mauritius,-20.15,57.48,2004,0
MYS,Malaysia,3.17,101.7,2004,5
NAM,Namibia,-22.57,17.08,2004,4
NER,Niger,13.52,2.12,2004,1
NGA,Nigeria,9.08,7.53,2004,19
NLD,Netherlands,52.35,4.92,2004,151
NOR,Norway,59.92,10.75,2004,56
NZL,New Zealand,-41.3,174.78,2004,77
PAK,Pakistan,33.68,73.05,2004,9
PAN,Panama,8.97,-79.53,2004,0
PER,Peru,-12.05,-77.05,2004,3
PHL,Philippines,14.6,120.97,2004,4
POL,Poland,52.25,21.0,2004,232
PRI,Puerto Rico,18.47,-66.12,2004,5
PRK,North Korea,39.02,125.75,2004,36
PRT,Portugal,38.72,-9.13,2004,16
PRY,Paraguay,-25.27,-57.67,2004,1
QAT,Qatar,25.28,51.53,2004,2
ROU,Romania,44.43,26.1,2004,291
RUS,Russia,55.75,37.6,2004,1245
SAU,Saudi Arabia,24.65,46.7,2004,2
SDN,Sudan,15.6,32.53,2004,0
SEN,Senegal,14.73,-17.63,2004,1
SGP,Singapore,1.28,103.85,2004,1
SMR,San Marino,43.93,12.42,2004,0
SRB,Serbia,44.83,20.5,2004,9
SUR,Suriname,5.83,-55.17,2004,2
SVK,Slovakia,48.15,17.12,2004,16
SVN,Slovenia,46.05,14.52,2004,13
SWE,Sweden,59.33,18.05,2004,137
SYR,Syria,33.5,36.3,2004,3
TGO,Togo,6.12,1.22,2004,0
THA,Thailand,13.75,100.52,2004,17
TJK,Tajikistan,38.55,68.77,2004,0
TKM,Turkmenistan,37.95,58.38,2004,0
TON,Tonga,-21.13,-175.2,2004,1
TTO,Trinidad and Tobago,10.65,-61.52,2004,9
TUN,Tunisia,36.8,10.18,2004,6
TUR,Turkey,39.93,32.87,2004,50
TZA,Tanzania,-6.8,39.28,2004,2
UGA,Uganda,0.32,32.55,2004,6
UKR,Ukraine,50.43,30.52,2004,73
URY,Uruguay,-34.85,-56.17,2004,2
USA,United States,38.88,-90.0,2004,1180
UZB,Uzbekistan,41.32,69.25,2004,11
VEN,Venezuela,10.48,-66.87,2004,9
VIR,United States Virgin Islands,18.35,-64.93,2004,1
VNM,Vietnam,21.03,105.85,2004,1
WSM,Samoa,-13.82,-171.77,2004,0
XKX,Kosovo,42.67,21.17,2004,0
YGL,Yugoslavia,44.83,20.5,2004,74
ZAF,South Africa,-25.7,28.22,2004,23
ZMB,Zambia,-15.42,28.28,2004,2
ZWE,Zimbabwe,-17.82,31.03,2004,4
AFG,Afghanistan,34.52,69.18,2008,1
ARE,United Arab Emirates,24.47,54.37,2008,1
ARG,Argentina,-34.58,-58.67,2008,34
ARM,Armenia,40.17,44.5,2008,8
AUS,Australia,-35.27,149.13,2008,390
AUT,Austria,48.2,16.37,2008,42
AZE,Azerbaijan,40.38,49.87,2008,15
BDI,Burundi,-3.37,29.35,2008,1
BEL,Belgium,50.83,4.33,2008,47
BFA,Burkina Faso,12.37,-1.52,2008,0
BGR,Bulgaria,42.68,23.32,2008,216
BHR,Bahrain,26.23,50.57,2008,0
BHS,Bahamas,25.08,-77.35,2008,11
BLR,Belarus,53.9,27.57,2008,64
BMU,Bermuda,32.28,-64.78,2008,1
BRA,Brazil,-15.78,-47.92,2008,106
BRB,Barbados,13.1,-59.62,2008,1
BWA,Botswana,-24.63,25.9,2008,0
CAN,Canada,45.42,-75.7,2008,187
CHE,Switzerland,46.92,7.47,2008,72
CHL,Chile,-33.45,-70.67,2008,7
CHN,China,39.92,116.38,2008,457
CIV,Côte d'Ivoire,6.82,-5.27,2008,1
CMR,Cameroon,3.87,11.52,2008,5
COL,Colombia,4.6,-74.08,2008,12
CRI,Costa Rica,9.93,-84.08,2008,4
CUB,Cuba,23.12,-82.35,2008,190
CYP,Cyprus,35.17,33.37,2008,0
CZE,Czech Republic,49.81,15.47,2008,126
DEU,Germany,52.52,13.4,2008,1082
DJI,Djibouti,11.58,43.15,2008,1
DNK,Denmark,55.67,12.58,2008,84
DOM,Dominican Republic,18.47,-69.9,2008,4
DZA,Algeria,36.75,3.05,2008,14
ECU,Ecuador,-0.22,-78.5,2008,2
EGY,Egypt,30.05,31.25,2008,10
ERI,Eritrea,15.33,38.93,2008,1
ESP,Spain,40.4,-3.68,2008,134
EST,Estonia,59.43,24.72,2008,12
ETH,Ethiopia,9.03,38.7,2008,38
FIN,Finland,60.17,24.93,2008,75
FJI,Fiji,-18.13,178.42,2008,0
FRA,France,48.87,2.33,2008,321
GAB,Gabon,0.38,9.45,2008,0
GBR,Great Britain,54.08,-1.65,2008,338
GEO,Georgia,41.68,44.83,2008,19
GHA,Ghana,5.55,-0.22,2008,4
GRC,Greece,37.98,23.73,2008,56
GRD,Grenada,12.05,-61.75,2008,0
GTM,Guatemala,14.62,-90.52,2008,0
GUY,Guyana,6.8,-58.15,2008,1
HKG,Hong Kong,22.4,114.11,2008,3
HRV,Croatia,45.8,16.0,2008,20
HUN,Hungary,47.5,19.08,2008,309
IDN,Indonesia,-6.17,106.82,2008,34
IND,India,28.6,77.2,2008,11
IRL,Ireland,53.32,-6.23,2008,15
IRN,Iran,35.7,51.42,2008,35
IRQ,Iraq,33.33,44.4,2008,1
ISL,Iceland,64.15,-21.95,2008,3
ISR,Israel,31.77,35.23,2008,7
ITA,Italy,41.9,12.48,2008,335
JAM,Jamaica,18.0,-76.8,2008,48
JOR,Jordan,31.95,35.93,2008,0
JPN,Japan,35.68,139.75,2008,296
KAZ,Kazakhstan,51.17,71.42,2008,35
KEN,Kenya,-1.28,36.82,2008,77
KGZ,Kyrgyzstan,42.87,74.6,2008,4
KOR,South Korea,37.55,126.98,2008,233
KWT,Kuwait,29.37,47.97,2008,1
LBN,Lebanon,33.87,35.5,2008,2
LKA,Sri Lanka,6.92,79.83,2008,1
LTU,Lithuania,54.68,25.32,2008,17
LVA,Latvia,56.95,24.1,2008,14
MAR,Morocco,34.02,-6.82,2008,21
MDA,Moldova,47.0,28.85,2008,6
MEX,Mexico,19.43,-99.13,2008,43
MKD,North Macedonia,41.6,21.74,2008,1
MNE,Montenegro,42.43,19.27,2008,0
MNG,Mongolia,47.92,106.92,2008,19
MOZ,Mozambique,-25.95,32.58,2008,2
MUS,Mauritius,-20.15,57.48,2008,1
MYS,Malaysia,3.17,101.7,2008,6
NAM,Namibia,-22.57,17.08,2008,4
NER,Niger,13.52,2.12,2008,1
NGA,Nigeria,9.08,7.53,2008,24
NLD,Netherlands,52.35,4.92,2008,169
NOR,Norway,59.92,10.75,2008,65
NZL,New Zealand,-41.3,174.78,2008,88
PAK,Pakistan,33.68,73.05,2008,9
PAN,Panama,8.97,-79.53,2008,1
PER,Peru,-12.05,-77.05,2008,3
PHL,Philippines,14.6,120.97,2008,4
POL,Poland,52.25,21.0,2008,244
PRI,Puerto Rico,18.47,-66.12,2008,5
PRK,North Korea,39.02,125.75,2008,42
PRT,Portugal,38.72,-9.13,2008,18
PRY,Paraguay,-25.27,-57.67,2008,1
QAT,Qatar,25.28,51.53,2008,2
ROU,Romania,44.43,26.1,2008,301
RUS,Russia,55.75,37.6,2008,1312
SAU,Saudi Arabia,24.65,46.7,2008,2
SDN,Sudan,15.6,32.53,2008,1
SEN,Senegal,14.73,-17.63,2008,1
SGP,Singapore,1.28,103.85,2008,2
SMR,San Marino,43.93,12.42,2008,0
SRB,Serbia,44.83,20.5,2008,12
SUR,Suriname,5.83,-55.17,2008,2
SVK,Slovakia,48.15,17.12,2008,23
SVN,Slovenia,46.05,14.52,2008,18
SWE,Sweden,59.33,18.05,2008,144
SYR,Syria,33.5,36.3,2008,3
TGO,Togo,6.12,1.22,2008,1
THA,Thailand,13.75,100.52,2008,23
TJK,Tajikistan,38.55,68.77,2008,2
TKM,Turkmenistan,37.95,58.38,2008,0
TON,Tonga,-21.13,-175.2,2008,1
TTO,Trinidad and Tobago,10.65,-61.52,2008,11
TUN,Tunisia,36.8,10.18,2008,7
TUR,Turkey,39.93,32.87,2008,55
TZA,Tanzania,-6.8,39.28,2008,2
UGA,Uganda,0.32,32.55,2008,6
UKR,Ukraine,50.43,30.52,2008,96
URY,Uruguay,-34.85,-56.17,2008,2
USA,United States,38.88,-90.0,2008,1296
UZB,Uzbekistan,41.32,69.25,2008,15
VEN,Venezuela,10.48,-66.87,2008,10
VIR,United States Virgin Islands,18.35,-64.93,2008,1
VNM,Vietnam,21.03,105.85,2008,2
WSM,Samoa,-13.82,-171.77,2008,1
XKX,Kosovo,42.67,21.17,2008,0
YGL,Yugoslavia,44.83,20.5,2008,74
ZAF,South Africa,-25.7,28.22,2008,24
ZMB,Zambia,-15.42,28.28,2008,2
ZWE,Zimbabwe,-17.82,31.03,2008,8
AFG,Afghanistan,34.52,69.18,2012,2
ARE,United Arab Emirates,24.47,54.37,2012,1
ARG,Argentina,-34.58,-58.67,2012,39
ARM,Armenia,40.17,44.5,2012,10
AUS,Australia,-35.27,149.13,2012,430
AUT,Austria,48.2,16.37,2012,42
AZE,Azerbaijan,40.38,49.87,2012,25
BDI,Burundi,-3.37,29.35,2012,1
BEL,Belgium,50.83,4.33,2012,50
BFA,Burkina Faso,12.37,-1.52,2012,0
BGR,Bulgaria,42.68,23.32,2012,219
BHR,Bahrain,26.23,50.57,2012,1
BHS,Bahamas,25.08,-77.35,2012,12
BLR,Belarus,53.9,27.57,2012,77
BMU,Bermuda,32.28,-64.78,2012,1
BRA,Brazil,-15.78,-47.92,2012,126
BRB,Barbados,13.1,-59.62,2012,1
BWA,Botswana,-24.63,25.9,2012,1
CAN,Canada,45.42,-75.7,2012,207
CHE,Switzerland,46.92,7.47,2012,76
CHL,Chile,-33.45,-70.67,2012,7
CHN,China,39.92,116.38,2012,561
CIV,Côte d'Ivoire,6.82,-5.27,2012,1
CMR,Cameroon,3.87,11.52,2012,6
COL,Colombia,4.6,-74.08,2012,21
CRI,Costa Rica,9.93,-84.08,2012,4
CUB,Cuba,23.12,-82.35,2012,205
CYP,Cyprus,35.17,33.37,2012,1
CZE,Czech Republic,49.81,15.47,2012,138
DEU,Germany,52.52,13.4,2012,1131
DJI,Djibouti,11.58,43.15,2012,1
DNK,Denmark,55.67,12.58,2012,97
DOM,Dominican Republic,18.47,-69.9,2012,6
DZA,Algeria,36.75,3.05,2012,15
ECU,Ecuador,-0.22,-78.5,2012,2
EGY,Egypt,30.05,31.25,2012,14
ERI,Eritrea,15.33,38.93,2012,1
ESP,Spain,40.4,-3.68,2012,155
EST,Estonia,59.43,24.72,2012,14
ETH,Ethiopia,9.03,38.7,2012,45
FIN,Finland,60.17,24.93,2012,78
FJI,Fiji,-18.13,178.42,2012,0
FRA,France,48.87,2.33,2012,359
GAB,Gabon,0.38,9.45,2012,1
GBR,Great Britain,54.08,-1.65,2012,415
GEO,Georgia,41.68,44.83,2012,25
GHA,Ghana,5.55,-0.22,2012,4
GRC,Greece,37.98,23.73,2012,59
GRD,Grenada,12.05,-61.75,2012,1
GTM,Guatemala,14.62,-90.52,2012,1
GUY,Guyana,6.8,-58.15,2012,1
HKG,Hong Kong,22.4,114.11,2012,4
HRV,Croatia,45.8,16.0,2012,26
HUN,Hungary,47.5,19.08,2012,329
IDN,Indonesia,-6.17,106.82,2012,37
IND,India,28.6,77.2,2012,17
IRL,Ireland,53.32,-6.23,2012,21
IRN,Iran,35.7,51.42,2012,48
IRQ,Iraq,33.33,44.4,2012,1
